canonical_drug_id,pred_ic50_mean,pred_ic50_std,pred_ic50_min,pred_ic50_max,y_true_mean,n_cell_lines,drug_name_norm,DRUG_NAME,TARGET,TARGET_PATHWAY,rank,rank_20260428_colon_v2
1149,1.1854721249103295,0.593766850912831,0.4847143171450052,2.4578912813357,1.1781949,18,tw37,TW 37,"BCL2, BCL-XL, MCL1",Apoptosis regulation,29,29
1011,1.2054507404443413,0.6375663950233561,0.2618140245440684,3.7653573579779858,1.4864339,35,navitoclax,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,30,30
1086,1.2901890483953662,0.7089822691123103,0.3413644518841032,3.47315979214882,-0.8226727,34,bi2536,BI-2536,"PLK1, PLK2, PLK3",Cell cycle,31,31
1941,1.3586333982702623,0.7054365640179553,0.4249128783055754,3.64285610486655,-3.023159,34,sepantroniumbromide,Sepantronium bromide,BIRC5,Apoptosis regulation,32,32
1926,1.3669730628161745,0.7507172887589902,0.5154992212173114,3.662906847869632,0.98734045,34,gne317,GNE-317,PI3Kalpha,PI3K/MTOR signaling,33,33
1091,1.373204835517091,0.7064235207488835,0.3270141825629864,3.74682188387729,1.9792483,34,bms536924,BMS-536924,"IGF1R, IR",IGF1R signaling,34,34
1050,1.3755644062929704,0.7811563476144412,0.461888303616168,3.3962682285253165,2.7736685,35,zm447439,ZM447439,"AURKA, AURKB",Mitosis,35,35
1910,1.4311114177616202,0.6616725185784031,0.3100394542486509,3.788817125501091,2.2806873,34,abt737,ABT737,"BCL2, BCL-XL,  BCL-W, BCL-B, BFL1",Apoptosis regulation,36,36
1494,1.446258862866117,0.8400599968026137,0.2813520354821875,3.847569733914608,-2.7438486,35,sn38,SN-38,TOP1,DNA replication,37,37
1079,1.452160267630327,0.7012284504931582,0.6076934769292541,3.766308961235987,2.5910938,35,dasatinib,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",38,38
1845,1.4944310439308937,0.7064964977393361,0.6191179365369793,3.994408657937953,2.5696282,35,schweinfurthina,Schweinfurthin A,,Unclassified,39,39
1810,1.4995816054164277,0.7396500180096857,0.3414145366440227,3.395796643432292,1.8694016,35,mitoxantrone,Mitoxantrone,TOP2,DNA replication,40,40
1096,1.5087560370478772,0.288101037215739,1.15282139757315,1.8291464486123592,2.0930965,4,tozasertib,Tozasertib,"AURKA, AURKB, AURKC, others",Mitosis,41,41
2047,1.564396957175018,0.6805486435664813,0.5483595600017416,3.4604266794824365,1.3272738,30,ulixertinib,Ulixertinib,"ERK1, ERK2",ERK MAPK signaling,42,42
1736,1.5859741793375466,0.692365576759734,0.3742737498379574,3.414550834592058,2.0925324,35,selumetinib,Selumetinib,"MEK1, MEK2",ERK MAPK signaling,43,43
1068,1.7042181085360577,0.6970176190165074,0.8184606705387829,3.9343756331044135,0.33482036,35,obatoclaxmesylate,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",Apoptosis regulation,44,44
1561,1.7259765266503353,0.7129236700623551,0.7604196810054571,3.880424326294406,1.629822,35,taselisib,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,45,45
1835,1.7269269927703828,0.6490642214590165,0.8726892407777037,3.922491781998356,3.6618016,35,elephantin,Elephantin,,Unclassified,46,46
1054,1.8614944503126456,0.7319165125938619,0.9183232008537842,4.2248057615278265,3.2057865,35,palbociclib,Palbociclib,"CDK4, CDK6",Cell cycle,47,47
1817,1.9249990237934071,0.7597333778309077,0.9784732055086558,4.335067951687021,-4.703949,35,romidepsin,Romidepsin,"HDAC1, HDAC2, HDAC3, HDAC8",Chromatin histone acetylation,48,48
2096,1.9943477756227816,0.6023269721049341,1.2739953534420116,4.0290027270129105,1.2542452,33,vx11e,VX-11e,ERK2,ERK MAPK signaling,49,49
1873,2.0029639634415606,0.6938514777634358,1.2310683181796378,4.263966116928586,1.3170514,34,buparlisib,Buparlisib,"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",PI3K/MTOR signaling,50,50
1617,2.011752255394955,0.6511810634264033,0.9190189453354852,4.295546239755911,3.373892,35,azd5582,AZD5582,"XIAP, cIAP",Apoptosis regulation,51,51
1057,2.0213785311738888,0.5671451919472712,1.3509328080561502,4.089205546973293,-0.8260842,34,dactolisib,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,52,52
1006,2.0293184092943113,0.8281158537193698,0.8597405762530405,3.778944082553859,2.0572078,32,cytarabine,Cytarabine,Antimetabolite,Other,53,53
1058,2.064625279444399,0.6759532133562857,1.2756221316832843,4.461933474488652,1.290555,35,pictilisib,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,54,54
2171,2.1332978962639566,0.61807244538786,1.426994122636465,4.378681245141707,1.0233263,35,bms754807,BMS-754807,"IGF1R, IR",IGF1R signaling,55,55
1827,2.1624225377151984,0.5726344263013393,1.4062037614943177,4.223999802496568,0.76973367,35,dihydrorotenone,Dihydrorotenone,,Unclassified,56,56
1401,2.174203283553302,0.5949743408426027,1.3465244385173585,4.16511254223521,2.5814745,35,azd5438,AZD5438,CDK2,Cell cycle,57,57
1553,2.184407615540232,0.7988572687071187,1.1329785596648063,4.574759131420989,3.0756097,35,uprosertib,Uprosertib,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,58,58
1853,2.199276589112137,0.6645863111248165,1.4393688908158628,4.50396450397243,4.407453,35,of1,OF-1,"BRPF1B, BRPF2",Chromatin histone acetylation,59,59
1909,2.2123115905149513,0.6478383280337406,1.0370251491705749,4.4575064920378855,2.6837678,34,venetoclax,Venetoclax,BCL2,Apoptosis regulation,60,60
1059,2.2186097904123705,0.7054219390030693,1.2540992684764274,4.40553417253347,0.16018033,35,azd8055,AZD8055,"MTORC1, MTORC2",PI3K/MTOR signaling,61,61
1862,2.2516689673828623,0.7366017487120077,1.4677060629597491,4.7968172182267175,-1.2877356,35,mg132,MG-132,"Proteasome, CAPN1",Protein stability and degradation,62,62
